date,temp_avg
2025-06-24,69.9
2025-06-25,78.9
2025-06-26,74.0
2025-06-27,71.9
2025-06-28,77.6
2025-06-29,64.3
2025-06-30,65.1
2025-07-01,76.4
2025-07-02,73.6
2025-07-03,74.5
2025-07-04,68.3
2025-07-05,73.6
2025-07-06,81.7
2025-07-07,77.1
2025-07-08,74.6
2025-07-09,72.2
2025-07-10,72.4
2025-07-11,65.5
2025-07-12,75.1
2025-07-13,77.5
2025-07-14,67.8
2025-07-15,71.5
2025-07-16,69.5
2025-07-17,70.3
2025-07-18,74.4
2025-07-19,65.8
2025-07-20,76.6
2025-07-21,77.1
2025-07-22,73.0
2025-07-23,64.1
2025-07-24,70.0
2025-07-25,78.8
2025-07-26,62.7
2025-07-27,72.4
2025-07-28,68.9
2025-07-29,76.8
2025-07-30,70.8
2025-07-31,75.0
2025-08-01,75.5
2025-08-02,80.5
2025-08-03,72.2
2025-08-04,74.4
2025-08-05,66.8
2025-08-06,77.4
2025-08-07,69.4
2025-08-08,70.1
2025-08-09,72.1
2025-08-10,65.7
2025-08-11,72.7
2025-08-12,75.5
2025-08-13,72.6
2025-08-14,64.9
2025-08-15,70.5
2025-08-16,73.8
2025-08-17,63.1
2025-08-18,66.1
2025-08-19,73.6
2025-08-20,71.0
2025-08-21,71.3
2025-08-22,76.8
2025-08-23,71.0
2025-08-24,71.5
2025-08-25,79.5
2025-08-26,67.5
2025-08-27,64.9
2025-08-28,69.5
2025-08-29,69.3
2025-08-30,65.1
2025-08-31,62.8
2025-09-01,75.8
2025-09-02,67.6
2025-09-03,63.0
2025-09-04,69.3
2025-09-05,64.9
2025-09-06,64.0
2025-09-07,66.9
2025-09-08,59.2
2025-09-09,65.4
2025-09-10,71.3
2025-09-11,65.1
2025-09-12,61.4
2025-09-13,60.5
2025-09-14,60.6
2025-09-15,60.8
2025-09-16,59.9
2025-09-17,64.7
2025-09-18,53.8
2025-09-19,63.8
2025-09-20,58.4
2025-09-21,61.1
2025-09-22,54.6
2025-09-23,64.1
2025-09-24,63.3
2025-09-25,61.8
2025-09-26,51.5
2025-09-27,60.5
2025-09-28,58.4
2025-09-29,49.9
2025-09-30,55.8
2025-10-01,57.0
2025-10-02,57.3
2025-10-03,55.4
2025-10-04,55.4
2025-10-05,59.7
2025-10-06,58.3
2025-10-07,41.5
2025-10-08,51.3
2025-10-09,51.5
2025-10-10,44.7
2025-10-11,51.6
2025-10-12,55.8
2025-10-13,46.1
2025-10-14,51.3
2025-10-15,45.9
2025-10-16,46.4
2025-10-17,54.6
2025-10-18,46.1
2025-10-19,49.7
2025-10-20,39.9
2025-10-21,54.4
2025-10-22,49.0
2025-10-23,45.4
2025-10-24,48.0
2025-10-25,39.6
2025-10-26,49.6
2025-10-27,43.1
2025-10-28,43.2
2025-10-29,41.6
2025-10-30,40.8
2025-10-31,45.5
2025-11-01,43.4
2025-11-02,44.5
2025-11-03,41.5
2025-11-04,43.1
2025-11-05,39.0
2025-11-06,49.2
2025-11-07,33.6
2025-11-08,44.5
2025-11-09,44.6
2025-11-10,35.3
2025-11-11,47.2
2025-11-12,41.9
2025-11-13,41.4
2025-11-14,37.3
2025-11-15,35.9
2025-11-16,35.6
2025-11-17,37.6
2025-11-18,41.3
2025-11-19,36.0
2025-11-20,31.3
2025-11-21,37.9
2025-11-22,38.0
2025-11-23,36.5
2025-11-24,36.6
2025-11-25,32.2
2025-11-26,29.2
2025-11-27,29.1
2025-11-28,25.7
2025-11-29,32.9
2025-11-30,31.3
2025-12-01,29.6
2025-12-02,19.2
2025-12-03,25.8
2025-12-04,34.9
2025-12-05,27.5
2025-12-06,31.3
2025-12-07,24.1
2025-12-08,35.1
2025-12-09,28.5
2025-12-10,30.0
2025-12-11,37.9
2025-12-12,34.4
2025-12-13,26.9
2025-12-14,25.5
2025-12-15,26.4
2025-12-16,29.5
2025-12-17,26.8
2025-12-18,25.5
2025-12-19,32.7
2025-12-20,26.2
2025-12-21,35.7
2025-12-22,26.7
2025-12-23,33.3
2025-12-24,27.4
2025-12-25,29.7
2025-12-26,22.8
2025-12-27,22.1
2025-12-28,27.2
2025-12-29,29.2
2025-12-30,25.3
2025-12-31,19.9
