date,flu_index
2025-06-24,0.99
2025-06-25,0.56
2025-06-26,0.0
2025-06-27,0.26
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.41
2025-07-01,0.47
2025-07-02,0.42
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.3
2025-07-06,0.16
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.05
2025-07-10,0.43
2025-07-11,0.0
2025-07-12,0.26
2025-07-13,0.13
2025-07-14,0.3
2025-07-15,0.35
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.36
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.7
2025-07-24,0.33
2025-07-25,0.31
2025-07-26,0.39
2025-07-27,0.23
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,1.05
2025-08-01,0.22
2025-08-02,0.0
2025-08-03,0.19
2025-08-04,0.0
2025-08-05,0.6
2025-08-06,0.0
2025-08-07,0.2
2025-08-08,0.43
2025-08-09,0.15
2025-08-10,0.04
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.59
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.44
2025-08-20,0.27
2025-08-21,0.22
2025-08-22,0.0
2025-08-23,0.23
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.39
2025-08-27,0.35
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.05
2025-08-31,0.69
2025-09-01,0.0
2025-09-02,0.11
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.01
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.32
2025-09-12,0.32
2025-09-13,0.35
2025-09-14,0.0
2025-09-15,0.14
2025-09-16,0.29
2025-09-17,0.0
2025-09-18,0.03
2025-09-19,0.0
2025-09-20,0.77
2025-09-21,0.81
2025-09-22,0.0
2025-09-23,1.05
2025-09-24,0.0
2025-09-25,0.46
2025-09-26,0.46
2025-09-27,0.0
2025-09-28,0.28
2025-09-29,0.05
2025-09-30,0.32
2025-10-01,0.2
2025-10-02,0.6
2025-10-03,0.16
2025-10-04,0.08
2025-10-05,0.59
2025-10-06,0.4
2025-10-07,0.48
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.58
2025-10-13,0.68
2025-10-14,0.25
2025-10-15,0.9
2025-10-16,0.9
2025-10-17,0.47
2025-10-18,0.07
2025-10-19,1.06
2025-10-20,0.43
2025-10-21,0.54
2025-10-22,0.38
2025-10-23,0.19
2025-10-24,0.0
2025-10-25,0.87
2025-10-26,0.34
2025-10-27,1.91
2025-10-28,0.29
2025-10-29,0.26
2025-10-30,1.01
2025-10-31,1.46
2025-11-01,0.92
2025-11-02,1.17
2025-11-03,0.25
2025-11-04,0.77
2025-11-05,0.66
2025-11-06,0.39
2025-11-07,1.24
2025-11-08,0.36
2025-11-09,0.78
2025-11-10,1.15
2025-11-11,1.1
2025-11-12,1.65
2025-11-13,1.68
2025-11-14,1.98
2025-11-15,1.99
2025-11-16,2.21
2025-11-17,1.82
2025-11-18,2.01
2025-11-19,2.17
2025-11-20,2.09
2025-11-21,1.95
2025-11-22,2.05
2025-11-23,1.94
2025-11-24,2.51
2025-11-25,2.39
2025-11-26,2.24
2025-11-27,2.32
2025-11-28,2.18
2025-11-29,3.14
2025-11-30,2.87
2025-12-01,2.58
2025-12-02,3.33
2025-12-03,2.87
2025-12-04,2.62
2025-12-05,3.68
2025-12-06,3.15
2025-12-07,3.29
2025-12-08,3.56
2025-12-09,4.09
2025-12-10,3.73
2025-12-11,3.33
2025-12-12,4.12
2025-12-13,3.8
2025-12-14,4.84
2025-12-15,4.17
2025-12-16,3.37
2025-12-17,4.5
2025-12-18,5.22
2025-12-19,5.16
2025-12-20,5.36
2025-12-21,4.3
2025-12-22,5.16
2025-12-23,4.6
2025-12-24,5.06
2025-12-25,4.55
2025-12-26,4.88
2025-12-27,4.95
2025-12-28,5.66
2025-12-29,5.7
2025-12-30,5.57
2025-12-31,5.0
